"ALUMNO","MATRICULA","ETAPA","ANNO","TIPO","ESTUDIOS","GRUPO","REPETIDOR","FECHAMATRICULA","CENTRO","PROCEDENCIA","ESTADOMATRICULA","FECHARESMATRICULA","NUM_EXP_CENTRO"
39403,4542823,667,2014,O,2º de ESO,2º A,N,05/09/2014,13000906,13000906,,,197
82485,4542850,31,2014,O,1º de Bachillerato (Ciencias y Tecnología),1º BCT,S,05/09/2014,13000906,13000906,,,61
103977,4542887,31,2014,O,1º de Bachillerato (Humanidades y Ciencias Sociales),1º HCS,S,05/09/2014,13000906,13000906,,,64
99835,4560092,31,2014,O,1º de Bachillerato (Ciencias y Tecnología),1º BCT,N,09/09/2014,13000906,13000906,,,25
355208,4561997,31,2014,O,2º de Bachillerato (Humanidades y Ciencias Sociales),2º HCS,N,09/09/2014,13000906,13000906,,,45
127772,4561373,31,2014,O,1º de Bachillerato (Humanidades y Ciencias Sociales),1º HCS,S,09/09/2014,13000906,13000906,,,43
103949,4576106,667,2014,O,4º de ESO,4º A,N,10/09/2014,13000906,13000906,,,27
103953,4574392,667,2014,O,2º de ESO,2º A,N,10/09/2014,13000906,13000906,,,80
489027,4566972,667,2014,O,3º de ESO,3º A,S,09/09/2014,13000906,13000906,,,74
743375,4566973,667,2014,O,3º de ESO,3º B,N,09/09/2014,13000906,13000906,,,207
350752,4565690,667,2014,O,3º de ESO,3º A,N,09/09/2014,13000906,13000906,,,139
99794,4575686,31,2014,O,2º de Bachillerato (Humanidades y Ciencias Sociales),2º HCS,N,10/09/2014,13000906,13000906,,,18
82497,4565503,667,2014,O,4º de ESO,4º B,N,09/09/2014,13000906,13000906,,,20
103925,4565415,667,2014,O,1º de ESO,1º A,S,09/09/2014,13000906,13000906,,,192
103970,4566720,31,2014,O,1º de Bachillerato (Humanidades y Ciencias Sociales),1º HCS,S,09/09/2014,13000906,13000906,,,63

